location,location_type,topic,start_year,percent_no_change,percent_slight_loss,percent_large_loss,percent_slight_increase,percent_large_increase,total_orgs
WI,state,3 Environment and Animals,2013,6.18,10.29,31.18,10.0,42.35,340.0
WI,state,4a Hospitals,2013,25.42,11.02,8.47,28.81,26.27,118.0
WI,state,4b Other Health,2013,14.44,10.49,25.08,14.59,35.41,658.0
WI,state,5 Human Services,2013,17.59,11.54,21.71,16.01,33.16,2280.0
WI,state,6 International and Foreign Affairs,2013,8.82,8.82,35.29,7.35,39.71,68.0
WI,state,7 Religion Related,2013,12.4,8.53,28.29,13.57,37.21,258.0
WI,state,8 Other,2013,10.9,11.04,30.42,8.61,39.03,743.0
WV,state,1 Arts,2013,8.87,10.48,28.23,10.48,41.94,124.0
WV,state,2a Higher Education,2013,25.0,8.33,25.0,8.33,33.33,12.0
WV,state,2b Other Education,2013,13.25,8.61,25.83,12.58,39.74,151.0
WV,state,3 Environment and Animals,2013,9.23,6.15,35.38,12.31,36.92,65.0
WV,state,4a Hospitals,2013,36.17,8.51,10.64,21.28,23.4,47.0
WV,state,4b Other Health,2013,17.56,12.68,22.93,19.02,27.8,205.0
WV,state,5 Human Services,2013,15.92,14.86,26.43,12.91,29.88,666.0
WV,state,6 International and Foreign Affairs,2013,0.0,9.09,27.27,9.09,54.55,11.0
WV,state,7 Religion Related,2013,8.22,10.96,35.62,16.44,28.77,73.0
WV,state,8 Other,2013,9.63,9.63,36.36,5.88,38.5,187.0
WY,state,1 Arts,2013,6.85,5.48,30.14,9.59,47.95,73.0
WY,state,2a Higher Education,2013,40.0,0.0,20.0,0.0,40.0,5.0
WY,state,2b Other Education,2013,10.2,14.29,23.47,12.24,39.8,98.0
WY,state,3 Environment and Animals,2013,4.41,5.88,51.47,1.47,36.76,68.0
WY,state,4a Hospitals,2013,20.0,20.0,20.0,20.0,20.0,5.0
WY,state,4b Other Health,2013,13.04,15.22,27.17,8.7,35.87,92.0
WY,state,5 Human Services,2013,11.32,12.58,25.16,11.01,39.94,318.0
WY,state,6 International and Foreign Affairs,2013,0.0,0.0,0.0,0.0,100.0,1.0
WY,state,7 Religion Related,2013,6.25,15.63,31.25,18.75,28.13,32.0
WY,state,8 Other,2013,7.53,8.6,35.48,6.45,41.94,93.0
All USA,state,All USA,2013,12.651172105339281,10.044762890191846,28.44353459945187,12.035914153158064,36.82461625185894,269643.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,1 Arts,2013,11.32,6.92,29.56,14.78,37.42,318.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,2a Higher Education,2013,9.52,14.29,28.57,14.29,33.33,21.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,2b Other Education,2013,12.79,8.72,26.6,10.03,41.86,688.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,3 Environment and Animals,2013,6.25,9.38,28.75,12.5,43.13,160.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,4a Hospitals,2013,18.92,5.41,10.81,27.03,37.84,37.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,4b Other Health,2013,11.65,9.62,30.63,9.11,38.99,395.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,5 Human Services,2013,14.17,8.5,29.4,11.64,36.29,1306.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,6 International and Foreign Affairs,2013,7.19,4.32,46.04,4.32,38.13,139.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,7 Religion Related,2013,9.48,10.08,32.46,11.69,36.29,496.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,8 Other,2013,10.49,10.06,31.91,7.71,39.83,467.0
"Austin-Round Rock, TX",cbsa,1 Arts,2013,11.27,8.33,30.88,10.78,38.73,204.0
"Austin-Round Rock, TX",cbsa,2a Higher Education,2013,18.18,18.18,27.27,18.18,18.18,11.0
"Austin-Round Rock, TX",cbsa,2b Other Education,2013,11.62,8.87,29.36,9.48,40.67,327.0
"Austin-Round Rock, TX",cbsa,3 Environment and Animals,2013,7.22,12.37,23.71,7.22,49.48,97.0
"Austin-Round Rock, TX",cbsa,4a Hospitals,2013,0.0,14.29,0.0,57.14,28.57,7.0
"Austin-Round Rock, TX",cbsa,4b Other Health,2013,12.08,11.59,28.99,11.11,36.23,207.0
"Austin-Round Rock, TX",cbsa,5 Human Services,2013,10.51,9.7,23.84,11.72,44.24,495.0
"Austin-Round Rock, TX",cbsa,6 International and Foreign Affairs,2013,6.67,4.44,44.44,8.89,35.56,45.0
"Austin-Round Rock, TX",cbsa,7 Religion Related,2013,7.0,9.0,30.0,9.0,45.0,100.0
"Austin-Round Rock, TX",cbsa,8 Other,2013,8.33,8.33,30.0,13.33,40.0,240.0
"Baltimore-Columbia-Towson, MD",cbsa,1 Arts,2013,9.16,12.6,27.48,12.21,38.55,262.0
"Baltimore-Columbia-Towson, MD",cbsa,2a Higher Education,2013,11.76,5.88,35.29,5.88,41.18,17.0
"Baltimore-Columbia-Towson, MD",cbsa,2b Other Education,2013,11.16,12.11,29.69,13.3,33.73,421.0
"Baltimore-Columbia-Towson, MD",cbsa,3 Environment and Animals,2013,8.13,8.94,27.64,9.76,45.53,123.0
"Baltimore-Columbia-Towson, MD",cbsa,4a Hospitals,2013,24.44,11.11,22.22,17.78,24.44,45.0
"Baltimore-Columbia-Towson, MD",cbsa,4b Other Health,2013,14.55,10.32,28.04,12.7,34.39,378.0
"Baltimore-Columbia-Towson, MD",cbsa,5 Human Services,2013,17.27,10.62,25.97,12.77,33.37,932.0
"Baltimore-Columbia-Towson, MD",cbsa,6 International and Foreign Affairs,2013,9.09,6.06,45.45,4.55,34.85,66.0
"Baltimore-Columbia-Towson, MD",cbsa,7 Religion Related,2013,9.7,11.94,26.12,11.94,40.3,134.0
"Baltimore-Columbia-Towson, MD",cbsa,8 Other,2013,9.14,7.05,34.99,8.36,40.47,383.0
"Birmingham-Hoover, AL",cbsa,1 Arts,2013,11.63,8.14,43.02,5.81,31.4,86.0
"Birmingham-Hoover, AL",cbsa,2a Higher Education,2013,33.33,33.33,11.11,0.0,22.22,9.0
"Birmingham-Hoover, AL",cbsa,2b Other Education,2013,7.21,10.81,36.94,9.91,35.14,111.0
"Birmingham-Hoover, AL",cbsa,3 Environment and Animals,2013,14.29,5.71,34.29,2.86,42.86,35.0
"Birmingham-Hoover, AL",cbsa,4a Hospitals,2013,37.5,37.5,12.5,0.0,12.5,8.0
"Birmingham-Hoover, AL",cbsa,4b Other Health,2013,10.74,9.09,29.75,16.53,33.88,121.0
"Birmingham-Hoover, AL",cbsa,5 Human Services,2013,19.56,11.99,23.34,13.25,31.86,317.0
"Birmingham-Hoover, AL",cbsa,6 International and Foreign Affairs,2013,5.26,21.05,21.05,5.26,47.37,19.0
"Birmingham-Hoover, AL",cbsa,7 Religion Related,2013,10.0,8.46,36.15,12.31,33.08,130.0
"Birmingham-Hoover, AL",cbsa,8 Other,2013,6.2,15.5,37.21,7.75,33.33,129.0
"Boston-Cambridge-Newton, MA-NH",cbsa,1 Arts,2013,8.89,8.3,30.41,15.32,37.08,855.0
"Boston-Cambridge-Newton, MA-NH",cbsa,2a Higher Education,2013,29.09,16.36,9.09,10.91,34.55,55.0
"Boston-Cambridge-Newton, MA-NH",cbsa,2b Other Education,2013,11.27,10.43,28.88,12.35,37.06,1198.0
"Boston-Cambridge-Newton, MA-NH",cbsa,3 Environment and Animals,2013,5.82,7.19,38.36,7.88,40.75,292.0
"Boston-Cambridge-Newton, MA-NH",cbsa,4a Hospitals,2013,28.81,8.47,13.56,28.81,20.34,59.0
"Boston-Cambridge-Newton, MA-NH",cbsa,4b Other Health,2013,13.06,8.83,25.12,13.93,39.05,804.0
"Boston-Cambridge-Newton, MA-NH",cbsa,5 Human Services,2013,16.64,10.53,22.98,14.02,35.82,2289.0
"Boston-Cambridge-Newton, MA-NH",cbsa,6 International and Foreign Affairs,2013,9.18,8.16,33.16,6.12,43.37,196.0
"Boston-Cambridge-Newton, MA-NH",cbsa,7 Religion Related,2013,11.11,10.56,28.89,8.89,40.56,180.0
"Boston-Cambridge-Newton, MA-NH",cbsa,8 Other,2013,8.08,7.56,29.87,12.44,42.05,780.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,1 Arts,2013,13.1,6.9,28.97,9.66,41.38,145.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,2a Higher Education,2013,22.22,0.0,22.22,22.22,33.33,9.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,2b Other Education,2013,18.79,10.07,23.49,14.77,32.89,149.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,3 Environment and Animals,2013,8.7,8.7,34.78,10.87,36.96,46.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,4a Hospitals,2013,17.65,0.0,11.76,47.06,23.53,17.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,4b Other Health,2013,15.88,8.82,22.35,12.35,40.59,170.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,5 Human Services,2013,18.97,13.36,23.71,15.52,28.45,464.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,6 International and Foreign Affairs,2013,7.14,7.14,50.0,7.14,28.57,14.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,7 Religion Related,2013,5.13,7.69,33.33,7.69,46.15,39.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,8 Other,2013,9.21,9.21,32.89,7.24,41.45,152.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,1 Arts,2013,12.0,13.6,28.8,8.8,36.8,125.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,2a Higher Education,2013,26.67,6.67,20.0,26.67,20.0,15.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,2b Other Education,2013,11.07,13.65,25.09,15.87,34.32,271.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,3 Environment and Animals,2013,7.27,9.09,29.09,9.09,45.45,55.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,4a Hospitals,2013,66.67,0.0,0.0,33.33,0.0,3.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,4b Other Health,2013,10.76,8.23,29.11,11.39,40.51,158.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,5 Human Services,2013,15.46,10.24,25.7,13.41,35.2,537.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,6 International and Foreign Affairs,2013,11.43,8.57,34.29,8.57,37.14,35.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,7 Religion Related,2013,7.1,8.88,35.5,8.28,40.24,169.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,8 Other,2013,11.25,8.13,29.38,7.5,43.75,160.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,1 Arts,2013,10.69,10.58,27.76,10.81,40.16,879.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,2a Higher Education,2013,14.29,11.11,15.87,14.29,44.44,63.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,2b Other Education,2013,11.03,11.92,30.7,10.43,35.92,1342.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,3 Environment and Animals,2013,7.49,10.11,32.21,7.87,42.32,267.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,4a Hospitals,2013,23.76,8.91,24.75,18.81,23.76,101.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,4b Other Health,2013,12.51,9.76,26.83,11.03,39.87,943.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,5 Human Services,2013,15.42,11.11,25.59,13.5,34.38,2548.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,6 International and Foreign Affairs,2013,6.51,8.37,33.95,8.84,42.33,215.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,7 Religion Related,2013,9.11,11.13,30.36,9.72,39.68,494.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,8 Other,2013,10.2,8.52,35.12,7.15,39.01,951.0
"Cincinnati, OH-KY-IN",cbsa,1 Arts,2013,7.53,11.29,34.95,8.06,38.17,186.0
"Cincinnati, OH-KY-IN",cbsa,2a Higher Education,2013,0.0,7.14,28.57,35.71,28.57,14.0
"Cincinnati, OH-KY-IN",cbsa,2b Other Education,2013,13.73,8.8,26.41,13.73,37.32,284.0
"Cincinnati, OH-KY-IN",cbsa,3 Environment and Animals,2013,13.58,4.94,30.86,7.41,43.21,81.0
"Cincinnati, OH-KY-IN",cbsa,4a Hospitals,2013,0.0,14.29,14.29,28.57,42.86,21.0
"Cincinnati, OH-KY-IN",cbsa,4b Other Health,2013,10.67,13.33,23.11,13.78,39.11,225.0
"Cincinnati, OH-KY-IN",cbsa,5 Human Services,2013,15.78,12.5,25.94,13.59,32.19,640.0
"Cincinnati, OH-KY-IN",cbsa,6 International and Foreign Affairs,2013,10.81,2.7,29.73,16.22,40.54,37.0
"Cincinnati, OH-KY-IN",cbsa,7 Religion Related,2013,7.34,9.17,28.44,13.76,41.28,109.0
"Cincinnati, OH-KY-IN",cbsa,8 Other,2013,10.59,5.51,33.05,10.59,40.25,236.0
"Cleveland-Elyria, OH",cbsa,1 Arts,2013,10.09,7.02,35.53,9.65,37.72,228.0
"Cleveland-Elyria, OH",cbsa,2a Higher Education,2013,13.33,20.0,20.0,0.0,46.67,15.0
"Cleveland-Elyria, OH",cbsa,2b Other Education,2013,9.45,7.32,33.54,14.02,35.67,328.0
"Cleveland-Elyria, OH",cbsa,3 Environment and Animals,2013,7.95,5.68,39.77,5.68,40.91,88.0
"Cleveland-Elyria, OH",cbsa,4a Hospitals,2013,27.78,5.56,22.22,22.22,22.22,18.0
"Cleveland-Elyria, OH",cbsa,4b Other Health,2013,11.74,12.61,20.87,14.35,40.43,230.0
"Cleveland-Elyria, OH",cbsa,5 Human Services,2013,13.09,11.26,26.94,12.63,36.07,657.0
"Cleveland-Elyria, OH",cbsa,6 International and Foreign Affairs,2013,13.04,8.7,30.43,4.35,43.48,23.0
"Cleveland-Elyria, OH",cbsa,7 Religion Related,2013,9.09,6.82,30.68,10.23,43.18,88.0
"Cleveland-Elyria, OH",cbsa,8 Other,2013,12.46,7.79,34.27,4.05,41.43,321.0
"Columbus, OH",cbsa,1 Arts,2013,16.18,11.56,27.75,8.09,36.42,173.0
"Columbus, OH",cbsa,2a Higher Education,2013,6.67,6.67,13.33,33.33,40.0,15.0
"Columbus, OH",cbsa,2b Other Education,2013,11.78,10.51,31.85,6.37,39.49,314.0
"Columbus, OH",cbsa,3 Environment and Animals,2013,10.26,8.97,37.18,8.97,34.62,78.0
"Columbus, OH",cbsa,4a Hospitals,2013,16.67,5.56,16.67,16.67,44.44,18.0
"Columbus, OH",cbsa,4b Other Health,2013,16.16,10.48,22.27,16.59,34.5,229.0
"Columbus, OH",cbsa,5 Human Services,2013,24.48,9.58,19.15,15.64,31.15,825.0
"Columbus, OH",cbsa,6 International and Foreign Affairs,2013,5.0,10.0,20.0,10.0,55.0,20.0
"Columbus, OH",cbsa,7 Religion Related,2013,15.65,10.43,20.87,10.43,42.61,115.0
"Columbus, OH",cbsa,8 Other,2013,9.42,9.42,25.72,10.51,44.93,276.0
"Dallas-Fort Worth-Arlington, TX",cbsa,1 Arts,2013,12.08,10.14,27.29,12.32,38.16,414.0
"Dallas-Fort Worth-Arlington, TX",cbsa,2a Higher Education,2013,8.7,13.04,17.39,17.39,43.48,23.0
"Dallas-Fort Worth-Arlington, TX",cbsa,2b Other Education,2013,10.08,12.22,28.46,12.34,36.9,794.0
"Dallas-Fort Worth-Arlington, TX",cbsa,3 Environment and Animals,2013,10.74,14.09,25.5,10.07,39.6,149.0
"Dallas-Fort Worth-Arlington, TX",cbsa,4a Hospitals,2013,11.9,9.52,9.52,42.86,26.19,42.0
"Dallas-Fort Worth-Arlington, TX",cbsa,4b Other Health,2013,8.19,9.4,30.36,11.08,40.96,415.0
"Dallas-Fort Worth-Arlington, TX",cbsa,5 Human Services,2013,11.87,9.71,25.91,12.47,40.03,1339.0
"Dallas-Fort Worth-Arlington, TX",cbsa,6 International and Foreign Affairs,2013,3.13,8.59,43.75,3.13,41.41,128.0
"Dallas-Fort Worth-Arlington, TX",cbsa,7 Religion Related,2013,7.92,9.74,29.87,10.56,41.91,606.0
"Dallas-Fort Worth-Arlington, TX",cbsa,8 Other,2013,7.05,8.3,33.82,12.45,38.38,482.0
"Denver-Aurora-Lakewood, CO",cbsa,1 Arts,2013,12.17,13.31,25.1,8.75,40.68,263.0
"Denver-Aurora-Lakewood, CO",cbsa,2a Higher Education,2013,18.18,18.18,9.09,0.0,54.55,11.0
"Denver-Aurora-Lakewood, CO",cbsa,2b Other Education,2013,11.4,10.11,30.32,13.76,34.41,465.0
"Denver-Aurora-Lakewood, CO",cbsa,3 Environment and Animals,2013,8.48,8.48,36.36,6.06,40.61,165.0
"Denver-Aurora-Lakewood, CO",cbsa,4a Hospitals,2013,25.0,8.33,16.67,20.83,29.17,24.0
"Denver-Aurora-Lakewood, CO",cbsa,4b Other Health,2013,12.58,8.39,29.35,10.32,39.35,310.0
"Denver-Aurora-Lakewood, CO",cbsa,5 Human Services,2013,13.11,8.33,24.22,15.22,39.11,900.0
"Denver-Aurora-Lakewood, CO",cbsa,6 International and Foreign Affairs,2013,15.58,11.69,25.97,9.09,37.66,77.0
"Denver-Aurora-Lakewood, CO",cbsa,7 Religion Related,2013,7.98,9.04,32.98,12.77,37.23,188.0
"Denver-Aurora-Lakewood, CO",cbsa,8 Other,2013,8.67,11.38,29.54,7.05,43.36,369.0
"Detroit-Warren-Dearborn, MI",cbsa,1 Arts,2013,10.53,13.16,30.08,13.16,33.08,266.0
"Detroit-Warren-Dearborn, MI",cbsa,2a Higher Education,2013,10.0,35.0,25.0,10.0,20.0,20.0
"Detroit-Warren-Dearborn, MI",cbsa,2b Other Education,2013,10.84,12.2,33.06,7.59,36.31,369.0
"Detroit-Warren-Dearborn, MI",cbsa,3 Environment and Animals,2013,4.81,5.77,41.35,5.77,42.31,104.0
"Detroit-Warren-Dearborn, MI",cbsa,4a Hospitals,2013,34.29,8.57,25.71,11.43,20.0,35.0
"Detroit-Warren-Dearborn, MI",cbsa,4b Other Health,2013,13.92,10.8,31.53,10.8,32.95,352.0
"Detroit-Warren-Dearborn, MI",cbsa,5 Human Services,2013,17.12,12.26,24.71,12.94,32.98,1028.0
"Detroit-Warren-Dearborn, MI",cbsa,6 International and Foreign Affairs,2013,10.64,10.64,27.66,6.38,44.68,47.0
"Detroit-Warren-Dearborn, MI",cbsa,7 Religion Related,2013,8.14,6.4,38.95,9.3,37.21,172.0
"Detroit-Warren-Dearborn, MI",cbsa,8 Other,2013,8.55,8.55,33.33,8.83,40.74,351.0
"Hartford-West Hartford-East Hartford, CT",cbsa,1 Arts,2013,10.07,6.71,34.9,14.77,33.56,149.0
"Hartford-West Hartford-East Hartford, CT",cbsa,2a Higher Education,2013,11.11,11.11,22.22,22.22,33.33,9.0
"Hartford-West Hartford-East Hartford, CT",cbsa,2b Other Education,2013,11.16,12.56,27.91,14.42,33.95,215.0
"Hartford-West Hartford-East Hartford, CT",cbsa,3 Environment and Animals,2013,6.9,3.45,36.21,8.62,44.83,58.0
"Hartford-West Hartford-East Hartford, CT",cbsa,4a Hospitals,2013,20.0,10.0,15.0,15.0,40.0,20.0
"Hartford-West Hartford-East Hartford, CT",cbsa,4b Other Health,2013,15.93,7.14,24.18,14.29,38.46,182.0
"Hartford-West Hartford-East Hartford, CT",cbsa,5 Human Services,2013,20.5,9.52,20.29,18.01,31.68,483.0
"Hartford-West Hartford-East Hartford, CT",cbsa,6 International and Foreign Affairs,2013,11.76,0.0,41.18,17.65,29.41,17.0
"Hartford-West Hartford-East Hartford, CT",cbsa,7 Religion Related,2013,8.16,12.24,32.65,16.33,30.61,49.0
"Hartford-West Hartford-East Hartford, CT",cbsa,8 Other,2013,11.94,7.46,27.61,10.45,42.54,134.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,1 Arts,2013,10.56,8.8,29.91,8.8,41.94,341.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,2a Higher Education,2013,15.38,7.69,23.08,7.69,46.15,13.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,2b Other Education,2013,10.59,10.15,27.35,10.44,41.47,680.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,3 Environment and Animals,2013,8.18,5.03,32.08,8.81,45.91,159.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,4a Hospitals,2013,0.0,16.67,33.33,11.11,38.89,18.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,4b Other Health,2013,8.31,8.56,29.34,10.76,43.03,409.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,5 Human Services,2013,13.53,9.93,29.8,11.73,35.0,1057.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,6 International and Foreign Affairs,2013,10.87,6.52,31.52,11.96,39.13,92.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,7 Religion Related,2013,8.59,11.87,35.1,8.33,36.11,396.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,8 Other,2013,8.8,8.31,32.76,7.58,42.54,409.0
"Indianapolis-Carmel-Anderson, IN",cbsa,1 Arts,2013,16.03,6.41,24.36,15.38,37.82,156.0
"Indianapolis-Carmel-Anderson, IN",cbsa,2a Higher Education,2013,8.33,16.67,33.33,16.67,25.0,12.0
"Indianapolis-Carmel-Anderson, IN",cbsa,2b Other Education,2013,12.15,9.72,29.86,10.42,37.85,288.0
"Indianapolis-Carmel-Anderson, IN",cbsa,3 Environment and Animals,2013,2.99,11.94,43.28,8.96,32.84,67.0
"Indianapolis-Carmel-Anderson, IN",cbsa,4a Hospitals,2013,15.0,10.0,25.0,20.0,30.0,20.0
"Indianapolis-Carmel-Anderson, IN",cbsa,4b Other Health,2013,12.0,12.44,30.22,10.22,35.11,225.0
"Indianapolis-Carmel-Anderson, IN",cbsa,5 Human Services,2013,12.81,10.0,25.47,13.13,38.59,640.0
"Indianapolis-Carmel-Anderson, IN",cbsa,6 International and Foreign Affairs,2013,5.13,5.13,30.77,15.38,43.59,39.0
"Indianapolis-Carmel-Anderson, IN",cbsa,7 Religion Related,2013,13.38,9.15,31.69,11.27,34.51,142.0
"Indianapolis-Carmel-Anderson, IN",cbsa,8 Other,2013,9.3,10.23,32.56,6.98,40.93,215.0
"Jacksonville, FL",cbsa,1 Arts,2013,10.67,13.33,34.67,9.33,32.0,75.0
"Jacksonville, FL",cbsa,2a Higher Education,2013,33.33,0.0,44.44,11.11,11.11,9.0
"Jacksonville, FL",cbsa,2b Other Education,2013,16.67,4.39,22.81,13.16,42.98,114.0
"Jacksonville, FL",cbsa,3 Environment and Animals,2013,14.89,2.13,21.28,14.89,46.81,47.0
"Jacksonville, FL",cbsa,4a Hospitals,2013,7.69,0.0,7.69,53.85,30.77,13.0
"Jacksonville, FL",cbsa,4b Other Health,2013,14.81,11.85,22.22,13.33,37.78,135.0
"Jacksonville, FL",cbsa,5 Human Services,2013,13.19,12.5,26.74,12.5,35.07,288.0
"Jacksonville, FL",cbsa,6 International and Foreign Affairs,2013,0.0,4.76,38.1,4.76,52.38,21.0
"Jacksonville, FL",cbsa,7 Religion Related,2013,9.01,9.91,31.53,11.71,37.84,111.0
"Jacksonville, FL",cbsa,8 Other,2013,5.95,10.71,39.29,8.33,35.71,84.0
"Kansas City, MO-KS",cbsa,1 Arts,2013,11.18,6.83,34.16,10.56,37.27,161.0
"Kansas City, MO-KS",cbsa,2a Higher Education,2013,11.76,23.53,17.65,17.65,29.41,17.0
"Kansas City, MO-KS",cbsa,2b Other Education,2013,8.39,11.31,31.39,10.58,38.32,274.0
"Kansas City, MO-KS",cbsa,3 Environment and Animals,2013,7.14,8.93,26.79,12.5,44.64,56.0
"Kansas City, MO-KS",cbsa,4a Hospitals,2013,7.69,19.23,19.23,19.23,34.62,26.0
"Kansas City, MO-KS",cbsa,4b Other Health,2013,17.43,9.13,24.07,12.45,36.93,241.0
"Kansas City, MO-KS",cbsa,5 Human Services,2013,14.05,9.98,23.66,13.86,38.45,541.0
"Kansas City, MO-KS",cbsa,6 International and Foreign Affairs,2013,6.67,8.89,33.33,11.11,40.0,45.0
"Kansas City, MO-KS",cbsa,7 Religion Related,2013,7.48,10.2,37.41,6.8,38.1,147.0
"Kansas City, MO-KS",cbsa,8 Other,2013,7.87,12.2,33.86,9.06,37.01,254.0
"Las Vegas-Henderson-Paradise, NV",cbsa,1 Arts,2013,12.2,2.44,21.95,21.95,41.46,41.0
"Las Vegas-Henderson-Paradise, NV",cbsa,2a Higher Education,2013,33.33,0.0,33.33,0.0,33.33,3.0
"Las Vegas-Henderson-Paradise, NV",cbsa,2b Other Education,2013,11.76,7.35,32.35,17.65,30.88,68.0
"Las Vegas-Henderson-Paradise, NV",cbsa,3 Environment and Animals,2013,9.76,4.88,34.15,4.88,46.34,41.0
"Las Vegas-Henderson-Paradise, NV",cbsa,4a Hospitals,2013,25.0,0.0,0.0,0.0,75.0,4.0
"Las Vegas-Henderson-Paradise, NV",cbsa,4b Other Health,2013,7.41,11.11,35.8,12.35,33.33,81.0
"Las Vegas-Henderson-Paradise, NV",cbsa,5 Human Services,2013,9.8,9.39,29.8,8.57,42.45,245.0
"Las Vegas-Henderson-Paradise, NV",cbsa,6 International and Foreign Affairs,2013,9.09,9.09,36.36,0.0,45.45,11.0
"Las Vegas-Henderson-Paradise, NV",cbsa,7 Religion Related,2013,3.64,5.45,41.82,10.91,38.18,55.0
"Las Vegas-Henderson-Paradise, NV",cbsa,8 Other,2013,7.61,11.96,32.61,7.61,40.22,92.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,1 Arts,2013,9.82,8.06,32.78,8.59,40.75,1141.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,2a Higher Education,2013,10.68,9.71,20.39,18.45,40.78,103.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,2b Other Education,2013,12.35,10.02,28.33,12.23,37.06,1627.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,3 Environment and Animals,2013,8.09,8.09,35.77,8.36,39.69,383.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,4a Hospitals,2013,13.79,18.97,24.14,13.79,29.31,58.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,4b Other Health,2013,9.82,7.3,29.28,12.26,41.34,1028.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,5 Human Services,2013,15.24,9.75,26.63,13.63,34.74,2985.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,6 International and Foreign Affairs,2013,5.47,9.73,37.08,5.17,42.55,329.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,7 Religion Related,2013,10.0,10.1,31.73,9.23,38.94,1040.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,8 Other,2013,8.86,8.47,34.96,8.08,39.63,1027.0
"Louisville/Jefferson County, KY-IN",cbsa,1 Arts,2013,12.79,6.98,37.21,11.63,31.4,86.0
"Louisville/Jefferson County, KY-IN",cbsa,2a Higher Education,2013,0.0,0.0,33.33,0.0,66.67,6.0
"Louisville/Jefferson County, KY-IN",cbsa,2b Other Education,2013,8.03,10.95,37.96,8.03,35.04,137.0
"Louisville/Jefferson County, KY-IN",cbsa,3 Environment and Animals,2013,2.56,5.13,38.46,5.13,48.72,39.0
"Louisville/Jefferson County, KY-IN",cbsa,4a Hospitals,2013,16.67,16.67,16.67,25.0,25.0,12.0
"Louisville/Jefferson County, KY-IN",cbsa,4b Other Health,2013,16.26,3.25,34.15,8.94,37.4,123.0
"Louisville/Jefferson County, KY-IN",cbsa,5 Human Services,2013,16.27,10.84,28.31,14.46,30.12,332.0
